ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links,Tech Stack,Topics
7, Performance and Memory Optimization for Machine Learning Algorithms in mlpack ,"In Google Summer of Code 2024, I focused on optimizing key algorithms in the mlpack library, targeting both performance and memory usage across...", Mark Fischinger ," Mentor  Ryan Curtin, Omar Shrit ", Organization  mlpack ,/archive/2024/projects/bNtAY3ox,https://docs.google.com/document/d/1FVAMNWowO__wFhG_vJBoRmesFn0YUJI2Uc-oZZHliJM/edit?usp=sharing,No,Yes,"In Google Summer of Code 2024, I focused on optimizing key algorithms in the mlpack library, targeting both performance and memory usage across neural networks, clustering methods (KMeans, DBScan), and SVD.

Highlights of the project include implementing FFT for faster convolution operations in neural networks, applying post-training quantization to reduce model sizes, and parallelizing KMeans and DBScan with OpenMP for improved execution speed. Additionally, I optimized memory usage and reduced binary sizes by refining the code structure.

These enhancements have made mlpack faster and more efficient, contributing to its effectiveness for a wide range of machine learning applications.",[],[],"c++, C++ template metaprogramming","machine learning, openmp, kmeans, SVD, DBScan"
8, LUA UNO Language Binding in Libreoffice (GSoC 2024) ,Universal Network Objects (UNO) serves as the component model within LibreOffice. It enables users to interact with UNO components through various..., Venetia Furtado ," Mentor  Thorsten, Stephan Bergmann ", Organization  LibreOffice ,/archive/2024/projects/zjjSxW4x,https://gist.github.com/VenetiaFurtado/08c232bfa39cacda134bb0a978bb7398,Yes,Yes,"Universal Network Objects (UNO) serves as the component model within LibreOffice. It enables users to interact with UNO components through various programming languages that have corresponding language bindings. 
The deliverable of this project is to develop language bindings specifically tailored for the lightweight scripting language LUA.",[],[],"c/c++, lua","api, Lua, UNO, C/C++"
9, [SUNPY] Enhancing Metadata Support for SOAR in sunpy-soar ,"The project aims to enhance the metadata support in sunpy-soar, enabling better searching and filtering of solar data in the Solar Orbiter Archive...", Manit Singh ," Mentor  Nabobalis, Eric Buchlin ", Organization  OpenAstronomy ,/archive/2024/projects/eJMtHgDq,https://medium.com/@manitsingh018/during-gsoc-2024-i-made-several-key-contributions-to-the-sunpy-soar-project-6fe71e4df084,No,No,"The project aims to enhance the metadata support in sunpy-soar, enabling better searching and filtering of solar data in the Solar Orbiter Archive (SOAR). Currently, sunpy-soar offers only basic metadata, such as SOOP name, time, and level. However, there is a wealth of additional data in SOAR that is not yet accessible through sunpy-soar.

To address this, we propose adding support for various tables in SOAR, such as v_data_item, vrepository_file, and v__fits. These tables contain valuable metadata like filenames, filesize, sensors, and instrument-specific data. By implementing these tables, users will be able to access a broader range of metadata in sunpy-soar.

Additionally, we plan to enable querying multiple tables simultaneously to retrieve more comprehensive metadata. This involves updating the sunpy-soar/client module to support constructing queries with metadata from different tables. We will also refine the sunpy-soar/attrs module to handle new metadata attributes efficiently.

Overall, the deliverables encompass the entire process of updating and enhancing metadata support in sunpy-soar, from implementation to documentation, ensuring that users can effectively utilize the improved functionality for solar data exploration.",[],[],"python, ADQL queries, TAP protocol",data analysis
10, New quantum error-correcting codes and decoders for QuantumClifford.jl ,"QuantumClifford.jl provides a basic functionality for quantum error correction. Yet, some important classes of QECCs and their decoders remain to be...", Yuxuan Yan , Mentor  Stefan Krastanov , Organization  The Julia Language ,/archive/2024/projects/mEC7s9zc,https://gist.github.com/royess/a290faaaa76e23912e739bd08908d560,No,Yes,"QuantumClifford.jl provides a basic functionality for quantum error correction. Yet, some important classes of QECCs and their decoders remain to be implemented, particularly those developed recently, e.g., asymptotically good quantum low-density parity-check (QLDPC) and bivariate bicycle codes. During the GSoC, i.e., JSoC for Julia, we aim to incorporate them into the QuantumClifford.jl ecosystem. To this end, we will add the following new features: new QECCs (concatenated quantum code, random Clifford circuit code, and a selected set of QLDPC codes), new decoders (BP-OSD, mismatch decomposition decoder, and linear-time decoder for lifted product codes).","['https://github.com/QuantumSavory/QuantumClifford.jl/pull/289', 'https://github.com/QuantumSavory/QuantumClifford.jl/pull/298', 'https://github.com/QuantumSavory/QuantumClifford.jl/pull/356', 'https://github.com/QuantumSavory/QuantumClifford.jl/pull/393', 'https://github.com/QuantumSavory/LDPCDecoders.jl/pull/22']",[],julia,"Quantum Computing, Quantum Information"
11, Cluster of priority features ,This project will focus on implementing a number of high priority features for Zulip web app focused around left sidebar and stream settings. This..., Pratik Chanda ," Mentor  Gaurav Pandey, Dinesh Chidipothu ", Organization  Zulip ,/archive/2024/projects/slsivlOA,https://gist.github.com/pratik-pc/1644c0554a29900f84d55bb9129e3c47,No,Yes,"This project will focus on implementing a number of high priority features for Zulip web app focused around left sidebar and stream settings. This includes addition of new features, improving user experience and working across different areas if needed.","['https://github.com/zulip/zulip/pulls?q=is%3Apr+author%3Apratik-pc+created%3A2024-05-01..2024-08-26', 'https://github.com/zulip/zulip/pulls?q=is%3Apr+author%3Apratik-pc', 'https://github.com/zulip/zulip/pull/30313', 'https://github.com/zulip/zulip/pull/30572', 'https://github.com/zulip/zulip/pull/30728', 'https://github.com/zulip/zulip/pull/30787', 'https://github.com/zulip/zulip/pull/30795', 'https://github.com/zulip/zulip/pull/30912', 'https://github.com/zulip/zulip/pull/30204', 'https://github.com/zulip/zulip/pull/31199', 'https://github.com/zulip/zulip/pull/31243', 'https://github.com/zulip/zulip/pull/31433', 'https://github.com/zulip/zulip/pull/31457', 'https://github.com/zulip/zulip/pull/30164', 'https://github.com/zulip/zulip/pull/30460']",[],"python, javascript, typescript",full stack
12, Lexical scopes for swift-syntax ,This proposal describes how we can implement Lexical scopes library for swift-syntax. The library would describe what declarations are available in..., Jakub Florek , Mentor  Doug Gregor , Organization  Swift ,/archive/2024/projects/EPNFLBXw,https://www.jakubflorek.com/posts/gsoc-2024,No,Yes,"This proposal describes how we can implement Lexical scopes library for swift-syntax. The library would describe what declarations are available in what scopes, would enable looking up declarations of particular references as well as finding what scopes that keywords refer to. The functionality would be beneficial especially from the compiler and IDE perspective.

This approach focuses on creating a tree structure under a common protocol that would enable a bottom-up recursive reference lookup. In order to directly access scope information, AST nodes would be extended with additional scope-related properties.","['https://github.com/swiftlang/swift-syntax/pull/2696', 'https://github.com/swiftlang/swift-syntax/pull/2719', 'https://github.com/swiftlang/swift-syntax/pull/2748', 'https://github.com/swiftlang/swift-syntax/pull/2782', 'https://github.com/swiftlang/swift-syntax/pull/2763', 'https://github.com/swiftlang/swift-syntax/pull/2755', 'https://github.com/swiftlang/swift-syntax/pull/2789', 'https://github.com/swiftlang/swift-syntax/pull/2812', 'https://github.com/swiftlang/swift-format/pull/790']",[],"swift, Swift-Syntax","parser, scope lookup, lexical scopes, tree structure"
13, Symbolic computation with Julia (Symbolics.jl): Symbolic Root finding ,"Currently, Symbolics.jl has a Groebner basis implementation which is able to convert a myriad of symbolic expressions into multi-variate polynomials....", Yassin ElBedwihy , Mentor  Alexander Demin , Organization  The Julia Language ,/archive/2024/projects/VwqY0F33,https://github.com/JuliaSymbolics/Symbolics.jl/pull/1192,No,No,"Currently, Symbolics.jl has a Groebner basis implementation which is able to convert a myriad of symbolic expressions into multi-variate polynomials. This can be incredibly useful for solving functions for their roots, but to do so, a root finder for these generated polynomials must be implemented. Moreover, multiple users of Symbolics.jl have requested a symbolic nonlinear solver. As such, the project aims to complete the following:
1- Solve single variable polynomials (even high degree ones n ≥ 4) and multi-variable polynomials (over 2 dimensions or more)
2- Solve transcendental / other types of non-linear equations (highly requested: issues #961, #468, and #866)
3- Ensure that the implementation is well tested and well documented to make it more user-friendly and help out future contributors of the project.","['/login?return_to=https%3A%2F%2Fgithub.com%2FJuliaSymbolics%2FSymbolics.jl%2Fpull%2F1192', '/login?return_to=https%3A%2F%2Fgithub.com%2FJuliaSymbolics%2FSymbolics.jl%2Fpull%2F1192', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?dropdown=coverage&src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?dropdown=coverage&src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&filepath=src%2Fsolver%2Fia_main.jl&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics#diff-c3JjL3NvbHZlci9pYV9tYWluLmps', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&filepath=src%2Fsolver%2Fpolynomialization.jl&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics#diff-c3JjL3NvbHZlci9wb2x5bm9taWFsaXphdGlvbi5qbA==', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&filepath=src%2Fsolver%2Fsolve_helpers.jl&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics#diff-c3JjL3NvbHZlci9zb2x2ZV9oZWxwZXJzLmps', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&filepath=src%2Fsolver%2Fattract.jl&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics#diff-c3JjL3NvbHZlci9hdHRyYWN0Lmps', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&filepath=src%2Fsolver%2Fmain.jl&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics#diff-c3JjL3NvbHZlci9tYWluLmps', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&filepath=ext%2FSymbolicsGroebnerExt.jl&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics#diff-ZXh0L1N5bWJvbGljc0dyb2VibmVyRXh0Lmps', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&filepath=src%2Fsolver%2Fnemo_stuff.jl&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics#diff-c3JjL3NvbHZlci9uZW1vX3N0dWZmLmps', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&filepath=src%2Fsolver%2Funivar.jl&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics#diff-c3JjL3NvbHZlci91bml2YXIuamw=', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&filepath=src%2Fsolver%2Fia_helpers.jl&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics#diff-c3JjL3NvbHZlci9pYV9oZWxwZXJzLmps', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&filepath=src%2Fsolver%2Fpreprocess.jl&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics#diff-c3JjL3NvbHZlci9wcmVwcm9jZXNzLmps', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?src=pr&el=tree-more&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://app.codecov.io/gh/JuliaSymbolics/Symbolics.jl/pull/1192?dropdown=coverage&src=pr&el=continue&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=JuliaSymbolics', 'https://github.com/JuliaSymbolics/Symbolics.jl/pull/1192#event-13962214535', '/login?return_to=https%3A%2F%2Fgithub.com%2FJuliaSymbolics%2FSymbolics.jl%2Fpull%2F1192', 'https://github.com/JuliaSymbolics/Symbolics.jl/pull/1192']","['https://github.com/JuliaSymbolics/Symbolics.jl/issues/866', 'https://github.com/JuliaSymbolics/Symbolics.jl/issues/1115', 'https://github.com/JuliaSymbolics/Symbolics.jl/issues/961', 'https://github.com/JuliaSymbolics/Symbolics.jl/issues/525', 'https://github.com/JuliaSymbolics/Symbolics.jl/issues/524', 'https://github.com/JuliaSymbolics/Symbolics.jl/issues/424']",julia,"computer algebra, Symbolic Computation"
14, AI-Powered Summarization and “Interaction” with Academic Papers ,"This project seeks to make research more efficient by adding powerful AI tools to JabRef. New features are: - ""Interaction"" with papers (question...", Ruslan Popov ," Mentor  Christoph, koppor, Calixtus, ThiloteE ", Organization  JabRef e.V. ,/archive/2024/projects/nFxX1kbl,https://github.com/InAnYan/gsoc,Yes,Yes,"This project seeks to make research more efficient by adding powerful AI tools to JabRef. New features are:
- ""Interaction"" with papers (question answering mostly).
- Connection to different AI providers.
- Getting summaries of research papers.
- Interaction with library groups (Q&A)
- Support of local LLMs.","['https://github.com/java9-modularity/gradle-modules-plugin/pull/282', 'https://github.com/JabRef/jabref/pull/11430', 'https://github.com/JabRef/jabref/pull/11511', 'https://github.com/JabRef/jabref/pull/11611', 'https://github.com/JabRef/user-documentation/pull/500', 'https://github.com/JabRef/blog.jabref.org/pull/93', 'https://github.com/JabRef/user-documentation/pull/491', 'https://github.com/JabRef/user-documentation/pull/497', 'https://github.com/JabRef/jabref/pull/11559', 'https://github.com/JabRef/jabref/pull/11349', 'https://github.com/JabRef/jabref/pull/11065', 'https://github.com/JabRef/user-documentation/pull/501', 'https://github.com/JabRef/user-documentation/pull/496', 'https://github.com/JabRef/jabref/pull/11559', 'https://github.com/langchain4j/langchain4j/pull/1221', 'https://github.com/langchain4j/langchain4j/pull/1220', 'https://github.com/langchain4j/langchain4j/pull/817']","['https://github.com/InAnYan/gsoc/issues/15', 'https://github.com/InAnYan/gsoc/issues/14', 'https://github.com/langchain4j/langchain4j/issues/1066', 'https://github.com/InAnYan/jabref/issues/172', 'https://github.com/JabRef/jabref/issues/11369', 'https://github.com/JabRef/jabref/issues/11378', 'https://github.com/JabRef/jabref/issues/11447', 'https://github.com/JabRef/jabref/issues/11572', 'https://github.com/JabRef/jabref/issues/11668', 'https://github.com/JabRef/jabref/issues/11512', 'https://github.com/JabRef/jabref/issues/11284', 'https://github.com/JabRef/jabref/issues/11348', 'https://github.com/JPro-one/JPro-Platform/issues/42', 'https://github.com/redocksoft/classpath-to-file-gradle-plugin/issues/4', 'https://github.com/langchain4j/langchain4j/issues/1395', 'https://github.com/langchain4j/langchain4j/issues/1421', 'https://github.com/langchain4j/langchain4j/issues/1492', 'https://github.com/langchain4j/langchain4j/issues/1552', 'https://github.com/langchain4j/langchain4j/issues/1664', 'https://github.com/langchain4j/langchain4j/issues/1107', 'https://github.com/langchain4j/langchain4j/issues/1108', 'https://github.com/langchain4j/langchain4j/issues/1219', 'https://github.com/langchain4j/langchain4j/issues/816', 'https://github.com/lukasschwab/arxiv.py/issues/163', 'https://github.com/dlsc-software-consulting-gmbh/GemsFX/issues/198', 'https://github.com/h2database/h2database/issues/4090', 'https://github.com/deepjavalibrary/djl/issues/3397', 'https://github.com/janhq/docs/issues/54', 'https://github.com/langchain4j/langchain4j/issues/1066']","java, javafx, ollama, langchain4j","research, ai, assistant, LLM"
15, Improved debugging support for Pallene ,"Pallene is a statically typed companion language to Lua, designed to write performance sensitive part of it. Pallene has a very similar syntax as...", SD Asif Hossein ," Mentor  Hugo Gualandi, Gabriel Ligneul, srijannr1@gmail.com ", Organization  LabLua ,/archive/2024/projects/L0tirNFw,http://www.lua.inf.puc-rio.br/gsoc/blog2024.html#pallene,No,Yes,"Pallene is a statically typed companion language to Lua, designed to write performance sensitive part of it. Pallene has a very similar syntax as Lua, sharing its runtime as well.


Pallene is Ahead-of-Time compiled language, compiling into C before getting compiled into a Lua module. As the situation stands for Lua stack trace, it does not store any line number information for any native C call, which Pallene eventually ends up using. There are also missing traces when a Pallene function calls another Pallene function as the call is in Pallene environment and completely oblivious to Lua.


This proposal aims to fix that issue in Pallene, improving its overall debugging support.","['https://github.com/pallene-lang/pallene/pulls?q=is%3Apr+is%3Aclosed+author%3Asingul4ri7y+created%3A%3E2024-05-27+merged%3A%3C2024-08-20', 'https://github.com/luarocks/luarocks/pull/1705']",[],"c, lua, git, luarocks, pallene, Lua API","compilers, programming language, scripting"
16, SOFIE Developments - Inference Code Generation for Deep Learning models ,SOFIE aims to streamline the integration of deep learning models into the ROOT scientific software framework through efficient inference code..., Vedant Mehra ," Mentor  Neel Shah, Lorenzo Moneta, Sanjiban Sengupta ", Organization  CERN-HSF ,/archive/2024/projects/6DDnly0z,https://github.com/extint/gsoc24-blog/blob/main/Final-Evaluation-Gsoc.md,Yes,Yes,"SOFIE aims to streamline the integration of deep learning models into the ROOT scientific software framework through efficient inference code generation. By implementing missing ONNX operators, particularly those used in transformer models, we will enhance TMVA's capabilities for building complex neural networks. Our project will deliver modular operator classes adhering to ONNX standards, accompanied by thorough unit testing, enabling seamless deployment of deep learning models in physics software and analysis frameworks.","['https://github.com/root-project/root/pull/15837', 'https://github.com/root-project/root/pull/16313/commits/dea1a482e4ebd1402ba13187769f90f9164aa6b5', 'https://github.com/root-project/root/pull/16313/commits/776f06fa90564e47d2be59021dd74e3c85e41b3f', 'https://github.com/root-project/root/pull/16012', 'https://github.com/root-project/root/pull/16012']",[],"python, c++, pytorch, onnx, ROOT","machine learning, deep learning, physics, data analysis, code generation, Fast Inference"
17, Pwndbg: jemalloc Heap Inspection and Linux Kernel Symbols loading ,The proposal aims to enhance the Pwndbg tool by adding support for jemalloc Heap Inspection and loading Linux Kernel Symbols. The problem being..., Chirag Aggarwal ," Mentor  Dominik 'Disconnect3d' Czarnota, fidgetingbits, CptGibbon ", Organization  Python Software Foundation ,/archive/2024/projects/vBJ0tj6v,https://chirag.sh/gsoc-24-experience/,No,Yes,"The proposal aims to enhance the Pwndbg tool by adding support for jemalloc Heap Inspection and loading Linux Kernel Symbols. The problem being addressed is the no support for jemalloc in Pwndbg and the lack of a convenient method to load kernel symbols into GDB for debugging.

To solve this, the project will involve deep diving into jemalloc's memory allocation mechanisms, implementing jemalloc-specific heap inspection commands, and developing a kallsyms command to fetch and load kernel symbols into GDB.

The deliverables include developed parsers and data extraction functions for jemalloc, implementation of jemalloc-specific heap inspection commands, a kallsyms command for GDB symbol loading, comprehensive tests for validation, and documentation for these commands in Pwndbg's documentation.","['https://github.com/pwndbg/pwndbg/pull/2176', 'https://github.com/pwndbg/pwndbg/pull/2479']",[],"c, python, linux kernel, gdb","reverse engineering, debugging, cybersecurity, linux kernel"
18, Offline Capability Enhancement - Talawa Mobile ,"The main objectives of the project idea are to make Talawa offline support robust, Introduce an efficient caching mechanism, and Integrate the chat...", Shaik Mahammad Nabi Azad ," Mentor  Md Noman Khan, Jason Odoom ", Organization  The Palisadoes Foundation ,/archive/2024/projects/UztycmP4,https://gist.github.com/Azad99-9/57350891a258f20ae3daa0606a167eda,Yes,Yes,"The main objectives of the project idea are to make Talawa offline support robust, Introduce an efficient caching mechanism, and Integrate the chat feature into the mobile application.
Currently, Talawa cannot handle offline situations gracefully and does not possess an efficient caching mechanism. To make Talawa offline support robust I will develop an offline actions feature into the application and integrate it with the existing features in the application similar to other social media apps like Instagram & WhatsApp. To back this offline actions feature I will develop an efficient caching mechanism that works in complement with offline actions to cache offline user actions and most frequently accessed data. Aiming to provide the end user with a seamless experience even in inconsistent network situations. I will Integrate the Chat API from Talawa - API into Talawa mobile and ensure the user interface and functionality resemble the most popularly used user-friendly chatting apps.",['https://github.com/PalisadoesFoundation/talawa/pulls?q=is%3Apr+is%3Aclosed+author%3AAzad99-9'],['https://github.com/PalisadoesFoundation/talawa/issues?q=is%3Aissue+is%3Aclosed+author%3AAzad99-9'],"flutter, graphql, dart","app development, Mobile application"
19, Implementing UI for Jenkins Infra Statistics ,This project aims to improve the Jenkins Infrastructure Statistics GitHub Pages website by addressing its current limitations in lack of a focused..., Shlomo Dahan ," Mentor  Kris Stern, Bruno Verachten, Vandit Singh, Hervé Le Meur ", Organization  Jenkins ,/archive/2024/projects/o5wO2BQ8,https://github.com/jenkins-infra/stats.jenkins.io,No,Yes,"This project aims to improve the Jenkins Infrastructure Statistics GitHub Pages website by addressing its current limitations in lack of a focused narrative, insufficient organization, and not very appealing graphic design. Acknowledging the critical need for a more intuitive and engaging user experience, this proposal seeks to introduce a comprehensive overhaul including the implementation of summary pages, a dynamic search feature, and a more informative and less cluttered dependency graph. Enhancements will also include interactivity and sparseness in the graph visualization to tackle current issues of misleading functionality and visual overload. By utilizing a more user-friendly and meaningful organization and presentation, this project endeavors to significantly improve the accessibility and utility of Jenkins infrastructure statistics for users, thereby enhancing its overall usability and effectiveness, bringing values for the Jenkins community.","['https://github.com/jenkins-infra/stats.jenkins.io/pull/386', 'https://github.com/jenkins-infra/stats.jenkins.io/pull/41', 'https://github.com/jenkins-infra/stats.jenkins.io/pull/27', 'https://github.com/jenkins-infra/stats.jenkins.io/pull/10', 'https://github.com/jenkins-infra/stats.jenkins.io/pull/158', 'https://github.com/jenkins-infra/stats.jenkins.io/pull/254', 'https://github.com/jenkins-infra/stats.jenkins.io/pull/503', 'https://github.com/jenkins-infra/stats.jenkins.io/pull/647', 'https://github.com/jenkins-infra/stats.jenkins.io/pull/640', 'https://github.com/jenkins-infra/stats.jenkins.io/pull/254', 'https://github.com/jenkins-infra/stats.jenkins.io/pull/254', 'https://github.com/jenkins-infra/stats.jenkins.io/pull/114']",['https://github.com/jenkins-infra/stats.jenkins.io/issues'],"javascript, html, css, materialui, react.js, Vite.js, ApacheEcharts","web, data visualization, ui/ux, Fontend"
20, ECA and Workflow Virtual Assistant: GenAI Orchestration in Drupal 10 ,"This project aims at building a visual AI Feedback Assistant that integrates to the ECA and BPMN modules to streamline the automation workflows, that...", ompiepy , Mentor  yanniboi , Organization  Drupal Association ,/archive/2024/projects/Ud9UBTWL,https://www.drupal.org/sandbox/ompiepy/3485212,No,No,"This project aims at building a visual AI Feedback Assistant that integrates to the ECA
and BPMN modules to streamline the automation workflows, that would otherwise
require the manual work. AI-powered visual editor will have intuitive interfaces, real-time suggestions, and automatic formatting, resulting in a more efficient and user-
friendly automations. It integrates with various Natural Language Processing and
Drupal Modules to create seamless integrated workflows. It works on Prompt
Chaining and looping.

The Visual AI ECA Assistant will streamline the process of creating the automated
workflows with ease using just the prompts. The prompts will be enough to make the
workflow itself. It can understand human language, parse it, find the triggers, condition and
actions required, configures the modules, and gives the ready-made workflow to be used.
The user will be able to fine tune the workflow with further prompts easily making the
workflow more accurate and efficient.",[],[],"php, drupal, OpenAI, Langchain, LLM, ECA, BPMN, Langsmith","ai, low-code, Drupal, GenAI, No-code"
21, Implement a pybind11-compatible bindings for pocketpy ,pocketpy is a lightweight Python interpreter that can be embedded in C++ applications. Though pocketpy has provided low-level APIs for creating..., ykiko ," Mentor  Lancern, blueloveTH_, UnidayStudio ", Organization  Python Software Foundation ,/archive/2024/projects/Ji2Mi97o,https://github.com/pocketpy/pocketpy/wiki/GSoC-2024:-Implementing-pybind11%E2%80%90compatible-binding-interface-for-pocketpy-by-ykiko,No,Yes,"pocketpy is a lightweight Python interpreter that can be embedded in C++ applications. Though pocketpy has provided low-level APIs for creating Python bindings, it requires a lot of boilerplate wrapper code to bind complex C++ classes. The community has long expected a high-level solution for creating bindings. pybind11 is a header-only library that exposes C++ types in Python and vice versa, which has been widely used to create Python bindings of existing C++ code. Inspired by pybind11, this project aims to implement a compatible binding solution for pocketpy. By utilizing the template metaprogramming technique in C++17, we can extract metadata from C++ classes and functions and generate wrapper code automatically. By the end of this summer, header files compatible with pybind11 will be implemented for pocketpy. Existing pybind11 users can seamlessly migrate their bindings into pocketpy. New users can also benefit from this high-level binding solution. Additionally, we will test and verify the deliverables of the project in Cave Engine, a real-world product built on top of standard pybind11 header files.",[],[],"python, c++","Binding, meta programming"
22, Interactive Movie Support ,The idea is to add support for interactive movies inside VLC using the matroska.org mkv format. An interactive movie is like a gamebook but for..., Khalid Masum Labnan ," Mentor  Thomas Guillem, robUx4 ", Organization  VideoLAN ,/archive/2024/projects/Nijv3SmF,https://labnann.github.io/blog/gsoc/gsoc24-interactive-mkv/,No,No,"The idea is to add support for interactive movies inside VLC using the matroska.org mkv format. An interactive movie is like a gamebook but for movies. For that we need to improve MKV specification to support features like titles and menus, make existing mkv muxing tool, like MKVToolNix support the extended specification and finally integrate them to VLC.",['https://github.com/ietf-wg-cellar/matroska-specification/pull/835'],[],"c, c++, ebml, matroska","gamebook, interactive media player, media container"
